user_id,group,user_segment,device,region,converted,revenue,incentive_cost,sessions,time_on_site_mins
AB018622,Control,Returning,Desktop,North,1,1454.25,0.0,5,29.0
AB018623,Control,Returning,Desktop,South,0,0.0,0.0,3,14.9
AB018624,Control,New,Mobile,West,0,0.0,0.0,4,16.2
AB018625,Control,Returning,Mobile,North,1,1617.49,0.0,6,33.5
AB018626,Control,New,Mobile,West,0,0.0,0.0,5,14.6
AB018627,Control,Returning,Mobile,South,0,0.0,0.0,2,15.4
AB018628,Control,New,Mobile,East,0,0.0,0.0,3,8.4
AB018629,Control,New,Desktop,South,0,0.0,0.0,6,15.9
AB018630,Control,New,Mobile,West,0,0.0,0.0,8,23.2
AB018631,Control,Returning,Mobile,East,1,832.83,0.0,5,27.9
AB018632,Control,Returning,Desktop,South,1,1218.79,0.0,12,64.1
AB018633,Control,New,Mobile,West,0,0.0,0.0,4,18.1
AB018634,Control,Returning,Mobile,South,0,0.0,0.0,1,7.4
AB018635,Control,New,Mobile,East,0,0.0,0.0,3,13.9
AB018636,Control,New,Desktop,North,0,0.0,0.0,1,6.9
AB018637,Control,Returning,Mobile,South,0,0.0,0.0,1,7.9
AB018638,Control,New,Desktop,West,0,0.0,0.0,6,18.3
AB018639,Control,New,Desktop,North,0,0.0,0.0,7,25.5
AB018640,Control,Returning,Mobile,North,0,0.0,0.0,3,11.9
AB018641,Control,New,Mobile,North,0,0.0,0.0,3,11.4
AB018642,Control,New,Mobile,North,0,0.0,0.0,2,9.0
AB018643,Control,New,Mobile,North,0,0.0,0.0,3,9.6
AB018644,Control,Power,Desktop,North,0,0.0,0.0,8,37.6
AB018645,Control,Returning,Mobile,West,0,0.0,0.0,1,5.3
AB018646,Control,Returning,Mobile,North,0,0.0,0.0,5,18.9
AB018647,Control,Power,Mobile,North,0,0.0,0.0,4,16.6
AB018648,Control,New,Mobile,North,0,0.0,0.0,2,11.4
AB018649,Control,Returning,Mobile,South,0,0.0,0.0,4,16.9
AB018650,Control,Power,Desktop,East,0,0.0,0.0,6,37.8
AB018651,Control,Power,Tablet,East,0,0.0,0.0,3,20.8
AB018652,Control,New,Mobile,North,0,0.0,0.0,1,6.4
AB018653,Control,Returning,Desktop,West,0,0.0,0.0,7,24.0
AB018654,Control,Returning,Mobile,West,1,1063.7,0.0,10,54.8
AB018655,Control,Returning,Mobile,West,1,708.77,0.0,12,47.9
AB018656,Control,Returning,Mobile,North,0,0.0,0.0,2,14.5
AB018657,Control,Returning,Desktop,West,0,0.0,0.0,7,55.5
AB018658,Control,Returning,Mobile,North,0,0.0,0.0,7,47.4
AB018659,Control,Power,Mobile,East,0,0.0,0.0,7,44.4
AB018660,Control,Power,Tablet,West,1,2857.78,0.0,12,48.6
AB018661,Control,Returning,Desktop,North,0,0.0,0.0,2,6.8
AB018662,Control,New,Tablet,East,1,507.25,0.0,4,23.8
AB018663,Control,New,Desktop,East,0,0.0,0.0,8,30.4
AB018664,Control,Returning,Mobile,East,0,0.0,0.0,3,11.2
AB018665,Control,Returning,Mobile,South,0,0.0,0.0,5,27.9
AB018666,Control,New,Tablet,South,0,0.0,0.0,1,6.4
AB018667,Control,Power,Desktop,South,0,0.0,0.0,6,19.8
AB018668,Control,Power,Desktop,South,1,3309.34,0.0,2,8.8
AB018669,Control,Power,Mobile,West,1,3718.02,0.0,11,71.2
AB018670,Control,New,Mobile,West,0,0.0,0.0,8,49.3
AB018671,Control,Returning,Mobile,West,0,0.0,0.0,7,27.4
AB018672,Control,Returning,Mobile,North,0,0.0,0.0,8,56.9
AB018673,Control,New,Tablet,South,0,0.0,0.0,3,13.4
AB018674,Control,New,Mobile,North,0,0.0,0.0,7,28.9
AB018675,Control,Returning,Mobile,West,0,0.0,0.0,3,9.7
AB018676,Control,Power,Mobile,West,0,0.0,0.0,3,23.1
AB018677,Control,Power,Desktop,North,0,0.0,0.0,2,15.8
AB018678,Control,Power,Desktop,North,0,0.0,0.0,7,55.4
AB018679,Control,Returning,Mobile,North,0,0.0,0.0,7,54.0
AB018680,Control,Returning,Mobile,West,0,0.0,0.0,2,8.9
AB018681,Control,New,Tablet,South,0,0.0,0.0,5,33.5
AB018682,Control,Returning,Mobile,North,0,0.0,0.0,7,39.9
AB018683,Control,Returning,Mobile,West,0,0.0,0.0,1,5.2
AB018684,Control,Power,Desktop,West,0,0.0,0.0,4,31.2
AB018685,Control,New,Tablet,West,0,0.0,0.0,1,4.8
AB018686,Control,Power,Mobile,West,1,2426.54,0.0,11,76.2
AB018687,Control,Returning,Mobile,East,0,0.0,0.0,6,43.4
AB018688,Control,New,Mobile,South,0,0.0,0.0,2,10.8
AB018689,Control,Power,Mobile,South,0,0.0,0.0,6,28.0
AB018690,Control,New,Desktop,South,0,0.0,0.0,6,39.1
AB018691,Control,Returning,Mobile,North,0,0.0,0.0,6,36.8
AB018692,Control,Power,Desktop,West,1,2901.94,0.0,3,14.9
AB018693,Control,Power,Mobile,West,0,0.0,0.0,6,33.8
AB018694,Control,Returning,Mobile,West,0,0.0,0.0,8,52.0
AB018695,Control,Power,Desktop,West,0,0.0,0.0,1,5.7
AB018696,Control,New,Mobile,South,0,0.0,0.0,1,6.9
AB018697,Control,New,Desktop,East,1,638.18,0.0,7,35.8
AB018698,Control,Power,Mobile,North,1,3129.7,0.0,8,61.3
AB018699,Control,Returning,Desktop,South,0,0.0,0.0,4,14.1
AB018700,Control,New,Mobile,South,0,0.0,0.0,4,30.4
AB018701,Control,Returning,Desktop,West,0,0.0,0.0,1,3.3
AB018702,Control,Returning,Mobile,West,0,0.0,0.0,2,8.3
AB018703,Control,Returning,Mobile,West,0,0.0,0.0,5,22.8
AB018704,Control,Power,Desktop,North,0,0.0,0.0,4,17.1
AB018705,Control,New,Desktop,South,0,0.0,0.0,5,28.8
AB018706,Control,Returning,Mobile,South,0,0.0,0.0,8,44.2
AB018707,Control,Returning,Mobile,North,0,0.0,0.0,4,27.5
AB018708,Control,New,Desktop,North,0,0.0,0.0,7,28.9
AB018709,Control,New,Desktop,South,0,0.0,0.0,3,19.1
AB018710,Control,Power,Mobile,North,0,0.0,0.0,5,13.6
AB018711,Control,Power,Desktop,East,0,0.0,0.0,6,22.4
AB018712,Control,Power,Mobile,East,0,0.0,0.0,8,54.9
AB018713,Control,New,Desktop,East,0,0.0,0.0,8,49.1
AB018714,Control,Power,Tablet,West,0,0.0,0.0,5,18.3
AB018715,Control,Power,Mobile,West,0,0.0,0.0,3,11.0
AB018716,Control,New,Tablet,North,0,0.0,0.0,1,8.0
AB018717,Control,Returning,Desktop,North,0,0.0,0.0,7,20.4
AB018718,Control,Returning,Desktop,North,0,0.0,0.0,6,31.0
AB018719,Control,Power,Mobile,South,0,0.0,0.0,6,27.0
AB018720,Control,Power,Desktop,East,0,0.0,0.0,1,6.3
AB018721,Control,Returning,Desktop,South,0,0.0,0.0,8,39.8
AB018722,Control,New,Mobile,South,1,789.51,0.0,11,80.8
AB018723,Control,Returning,Desktop,East,0,0.0,0.0,7,24.8
AB018724,Control,New,Tablet,West,0,0.0,0.0,5,28.8
AB018725,Control,Power,Mobile,South,0,0.0,0.0,6,36.0
AB018726,Control,Power,Mobile,West,1,2842.24,0.0,7,43.8
AB018727,Control,Power,Mobile,North,0,0.0,0.0,7,37.3
AB018728,Control,New,Mobile,South,1,807.3,0.0,2,9.6
AB018729,Control,Returning,Mobile,West,0,0.0,0.0,7,27.7
AB018730,Control,New,Desktop,West,0,0.0,0.0,3,10.5
AB018731,Control,Power,Mobile,West,0,0.0,0.0,1,3.2
AB018732,Control,Power,Mobile,East,0,0.0,0.0,1,4.4
AB018733,Control,New,Mobile,South,0,0.0,0.0,1,5.3
AB018734,Control,Returning,Mobile,South,0,0.0,0.0,3,12.4
AB018735,Control,New,Mobile,East,0,0.0,0.0,7,26.3
AB018736,Control,New,Mobile,East,0,0.0,0.0,5,27.5
AB018737,Control,New,Mobile,North,1,1167.49,0.0,11,34.9
AB018738,Control,Returning,Mobile,North,1,1848.1,0.0,3,16.0
AB018739,Control,Returning,Desktop,East,0,0.0,0.0,1,5.4
AB018740,Control,New,Mobile,West,0,0.0,0.0,8,55.7
AB018741,Control,Returning,Mobile,South,0,0.0,0.0,7,21.7
AB018742,Control,Returning,Desktop,South,0,0.0,0.0,7,31.1
AB018743,Control,New,Desktop,North,1,1321.85,0.0,3,9.9
AB018744,Control,Returning,Mobile,West,0,0.0,0.0,5,28.3
AB018745,Control,Power,Desktop,West,0,0.0,0.0,3,15.1
AB018746,Control,New,Tablet,East,0,0.0,0.0,2,14.3
AB018747,Control,New,Mobile,South,0,0.0,0.0,3,15.1
AB018748,Control,Returning,Mobile,West,0,0.0,0.0,3,10.3
AB018749,Control,Returning,Desktop,North,0,0.0,0.0,4,21.2
AB018750,Control,Power,Mobile,North,0,0.0,0.0,2,13.4
AB018751,Control,Returning,Mobile,North,1,1825.12,0.0,3,19.5
AB018752,Control,New,Desktop,South,0,0.0,0.0,4,21.2
AB018753,Control,Returning,Mobile,South,0,0.0,0.0,8,62.5
AB018754,Control,New,Mobile,North,0,0.0,0.0,6,42.1
AB018755,Control,Power,Mobile,North,0,0.0,0.0,3,9.1
AB018756,Control,Returning,Desktop,West,1,1987.09,0.0,12,42.9
AB018757,Control,Returning,Mobile,West,0,0.0,0.0,6,29.9
AB018758,Control,Returning,Mobile,South,0,0.0,0.0,3,22.8
AB018759,Control,Returning,Mobile,East,0,0.0,0.0,4,25.3
AB018760,Control,New,Mobile,North,0,0.0,0.0,1,3.5
AB018761,Control,New,Mobile,North,0,0.0,0.0,4,30.4
AB018762,Control,Power,Mobile,West,0,0.0,0.0,8,39.6
AB018763,Control,New,Tablet,North,0,0.0,0.0,3,18.0
AB018764,Control,New,Desktop,South,0,0.0,0.0,8,59.4
AB018765,Control,New,Desktop,South,0,0.0,0.0,5,12.9
AB018766,Control,New,Mobile,East,0,0.0,0.0,2,6.1
AB018767,Control,New,Mobile,West,0,0.0,0.0,5,40.0
AB018768,Control,Returning,Mobile,East,0,0.0,0.0,8,48.6
AB018769,Control,Returning,Mobile,West,0,0.0,0.0,3,20.3
AB018770,Control,Returning,Desktop,East,0,0.0,0.0,8,61.3
AB018771,Control,Returning,Desktop,South,0,0.0,0.0,4,26.2
AB018772,Control,New,Mobile,South,0,0.0,0.0,5,38.7
AB018773,Control,Returning,Desktop,North,0,0.0,0.0,8,36.8
AB018774,Control,New,Mobile,North,1,907.98,0.0,7,18.9
AB018775,Control,New,Mobile,West,0,0.0,0.0,5,27.2
AB018776,Control,New,Mobile,West,0,0.0,0.0,1,5.6
AB018777,Control,New,Mobile,South,0,0.0,0.0,8,36.6
AB018778,Control,Power,Desktop,East,1,2302.3,0.0,7,51.9
AB018779,Control,Returning,Mobile,North,0,0.0,0.0,5,19.8
AB018780,Control,New,Desktop,West,0,0.0,0.0,5,39.9
AB018781,Control,Returning,Mobile,East,1,1332.49,0.0,12,70.8
AB018782,Control,New,Desktop,West,0,0.0,0.0,2,14.5
AB018783,Control,New,Mobile,West,0,0.0,0.0,6,30.8
AB018784,Control,New,Mobile,East,0,0.0,0.0,1,5.4
AB018785,Control,Returning,Desktop,South,0,0.0,0.0,4,30.8
AB018786,Control,Returning,Mobile,North,0,0.0,0.0,3,11.0
AB018787,Control,Returning,Mobile,South,0,0.0,0.0,5,18.8
AB018788,Control,Returning,Mobile,East,0,0.0,0.0,2,8.2
AB018789,Control,New,Desktop,North,0,0.0,0.0,1,7.5
AB018790,Control,Returning,Desktop,South,0,0.0,0.0,4,23.5
AB018791,Control,New,Mobile,South,0,0.0,0.0,3,14.3
AB018792,Control,Power,Mobile,South,0,0.0,0.0,7,48.5
AB018793,Control,New,Desktop,South,0,0.0,0.0,8,32.6
AB018794,Control,Power,Desktop,West,0,0.0,0.0,1,5.4
AB018795,Control,Power,Mobile,North,0,0.0,0.0,8,40.6
AB018796,Control,Returning,Desktop,South,0,0.0,0.0,5,28.5
AB018797,Control,Power,Desktop,East,0,0.0,0.0,3,8.9
AB018798,Control,Power,Mobile,East,0,0.0,0.0,5,13.6
AB018799,Control,Returning,Mobile,East,1,1058.29,0.0,4,17.6
AB018800,Control,Returning,Mobile,West,0,0.0,0.0,5,38.1
AB018801,Control,Power,Mobile,West,0,0.0,0.0,1,2.8
AB018802,Control,Power,Desktop,West,0,0.0,0.0,4,23.1
AB018803,Control,Power,Desktop,South,0,0.0,0.0,6,38.0
AB018804,Control,Returning,Mobile,North,0,0.0,0.0,3,8.8
AB018805,Control,New,Mobile,West,0,0.0,0.0,5,27.4
AB018806,Control,Power,Desktop,East,1,2789.33,0.0,2,12.4
AB018807,Control,Returning,Mobile,North,0,0.0,0.0,7,40.7
AB018808,Control,New,Desktop,South,0,0.0,0.0,6,23.2
AB018809,Control,Returning,Desktop,East,0,0.0,0.0,6,18.6
AB018810,Control,Power,Desktop,North,0,0.0,0.0,5,38.2
AB018811,Control,New,Mobile,East,0,0.0,0.0,8,45.9
AB018812,Control,Power,Mobile,East,0,0.0,0.0,4,25.6
AB018813,Control,New,Mobile,South,0,0.0,0.0,6,17.2
AB018814,Control,New,Mobile,West,0,0.0,0.0,7,54.1
AB018815,Control,Power,Mobile,South,0,0.0,0.0,1,3.2
AB018816,Control,Returning,Mobile,West,0,0.0,0.0,1,8.0
AB018817,Control,New,Tablet,North,0,0.0,0.0,6,33.2
AB018818,Control,Returning,Tablet,West,0,0.0,0.0,4,15.2
AB018819,Control,Returning,Mobile,East,0,0.0,0.0,7,17.5
AB018820,Control,New,Desktop,North,0,0.0,0.0,4,28.7
AB018821,Control,New,Desktop,East,0,0.0,0.0,6,41.7
AB018822,Control,New,Desktop,East,0,0.0,0.0,2,12.8
AB018823,Control,New,Tablet,North,0,0.0,0.0,4,15.0
AB018824,Control,Returning,Tablet,West,0,0.0,0.0,6,40.9
AB018825,Control,Power,Mobile,East,0,0.0,0.0,2,8.2
AB018826,Control,New,Mobile,West,1,896.24,0.0,9,57.9
AB018827,Control,New,Desktop,South,0,0.0,0.0,2,14.3
AB018828,Control,Returning,Mobile,West,0,0.0,0.0,5,13.5
AB018829,Control,New,Mobile,North,0,0.0,0.0,7,40.5
AB018830,Control,New,Desktop,East,0,0.0,0.0,8,45.7
AB018831,Control,New,Mobile,East,0,0.0,0.0,1,6.8
AB018832,Control,Returning,Desktop,North,0,0.0,0.0,8,36.7
AB018833,Control,Power,Desktop,East,0,0.0,0.0,5,20.6
AB018834,Control,New,Desktop,West,0,0.0,0.0,4,30.2
AB018835,Control,Returning,Mobile,North,0,0.0,0.0,7,45.8
AB018836,Control,New,Mobile,North,0,0.0,0.0,5,32.5
AB018837,Control,New,Mobile,South,0,0.0,0.0,5,36.0
AB018838,Control,Power,Desktop,South,0,0.0,0.0,7,22.2
AB018839,Control,Power,Desktop,South,0,0.0,0.0,8,38.2
AB018840,Control,New,Mobile,North,0,0.0,0.0,6,34.0
AB018841,Control,Returning,Mobile,South,0,0.0,0.0,3,22.2
AB018842,Control,New,Mobile,West,0,0.0,0.0,8,28.8
AB018843,Control,Returning,Mobile,North,0,0.0,0.0,8,39.1
AB018844,Control,Returning,Desktop,North,0,0.0,0.0,1,4.2
AB018845,Control,Power,Mobile,North,0,0.0,0.0,7,39.7
AB018846,Control,Returning,Mobile,East,0,0.0,0.0,8,50.6
AB018847,Control,New,Mobile,West,0,0.0,0.0,7,52.0
AB018848,Control,New,Mobile,East,0,0.0,0.0,2,11.8
AB018849,Control,Power,Tablet,North,0,0.0,0.0,7,40.5
AB018850,Control,Power,Desktop,East,0,0.0,0.0,6,20.6
AB018851,Control,Power,Mobile,North,0,0.0,0.0,2,9.7
AB018852,Control,New,Tablet,East,0,0.0,0.0,1,7.1
AB018853,Control,Returning,Desktop,South,0,0.0,0.0,4,21.7
AB018854,Control,Power,Mobile,West,0,0.0,0.0,3,10.2
AB018855,Control,New,Desktop,South,1,775.23,0.0,2,13.1
AB018856,Control,New,Mobile,East,0,0.0,0.0,5,18.2
AB018857,Control,New,Desktop,West,0,0.0,0.0,2,11.1
AB018858,Control,Returning,Tablet,East,0,0.0,0.0,7,40.3
AB018859,Control,New,Desktop,South,0,0.0,0.0,5,28.9
AB018860,Control,Returning,Mobile,East,1,990.99,0.0,8,22.9
AB018861,Control,New,Mobile,West,0,0.0,0.0,5,25.3
AB018862,Control,New,Desktop,South,0,0.0,0.0,4,16.1
AB018863,Control,Returning,Desktop,North,0,0.0,0.0,3,18.7
AB018864,Control,New,Mobile,South,0,0.0,0.0,3,14.8
AB018865,Control,Returning,Mobile,North,0,0.0,0.0,2,13.8
AB018866,Control,Power,Mobile,West,0,0.0,0.0,7,47.8
AB018867,Control,Returning,Mobile,North,0,0.0,0.0,5,14.5
AB018868,Control,Returning,Mobile,West,0,0.0,0.0,6,35.8
AB018869,Control,Returning,Desktop,South,0,0.0,0.0,6,45.3
AB018870,Control,New,Desktop,South,0,0.0,0.0,8,56.6
AB018871,Control,Power,Desktop,South,0,0.0,0.0,8,31.1
AB018872,Control,New,Mobile,North,1,614.39,0.0,4,24.8
AB018873,Control,Returning,Mobile,South,0,0.0,0.0,2,9.7
AB018874,Control,New,Mobile,East,0,0.0,0.0,1,6.0
AB018875,Control,New,Tablet,North,0,0.0,0.0,7,22.5
AB018876,Control,New,Desktop,North,0,0.0,0.0,8,63.3
AB018877,Control,New,Desktop,North,0,0.0,0.0,5,15.8
AB018878,Control,Returning,Desktop,South,1,1173.45,0.0,6,31.1
AB018879,Control,Power,Desktop,East,0,0.0,0.0,6,45.6
AB018880,Control,Returning,Desktop,North,0,0.0,0.0,3,10.4
AB018881,Control,Returning,Mobile,East,0,0.0,0.0,4,24.1
AB018882,Control,Returning,Mobile,North,1,1979.17,0.0,8,46.3
AB018883,Control,Returning,Mobile,East,0,0.0,0.0,1,7.2
AB018884,Control,Returning,Desktop,West,0,0.0,0.0,2,9.3
AB018885,Control,Returning,Mobile,West,1,1357.45,0.0,5,27.3
AB018886,Control,Returning,Mobile,South,0,0.0,0.0,2,5.3
AB018887,Control,New,Mobile,West,0,0.0,0.0,7,47.2
AB018888,Control,New,Desktop,South,1,645.88,0.0,10,52.9
AB018889,Control,New,Mobile,East,0,0.0,0.0,3,11.1
AB018890,Control,Power,Desktop,East,0,0.0,0.0,2,15.4
AB018891,Control,Returning,Desktop,West,1,910.8,0.0,9,24.3
AB018892,Control,Returning,Mobile,South,0,0.0,0.0,3,12.9
AB018893,Control,New,Desktop,East,0,0.0,0.0,7,27.3
AB018894,Control,Power,Mobile,East,0,0.0,0.0,7,52.5
AB018895,Control,New,Tablet,South,0,0.0,0.0,6,15.2
AB018896,Control,New,Mobile,West,0,0.0,0.0,3,15.2
AB018897,Control,New,Mobile,East,0,0.0,0.0,6,45.7
AB018898,Control,Power,Mobile,South,1,3458.26,0.0,9,38.8
AB018899,Control,Power,Desktop,North,1,3398.15,0.0,6,37.8
AB018900,Control,New,Tablet,North,0,0.0,0.0,6,23.5
AB018901,Control,Power,Mobile,North,0,0.0,0.0,8,42.3
AB018902,Control,New,Mobile,South,0,0.0,0.0,6,23.5
AB018903,Control,Power,Mobile,East,0,0.0,0.0,4,15.3
AB018904,Control,Returning,Desktop,East,0,0.0,0.0,5,22.1
AB018905,Control,New,Mobile,South,0,0.0,0.0,3,15.6
AB018906,Control,Returning,Desktop,North,0,0.0,0.0,6,17.5
AB018907,Control,New,Mobile,East,0,0.0,0.0,1,3.7
AB018908,Control,New,Desktop,North,0,0.0,0.0,7,55.4
AB018909,Control,New,Mobile,North,0,0.0,0.0,1,3.1
AB018910,Control,Returning,Desktop,West,0,0.0,0.0,6,46.2
AB018911,Control,New,Mobile,East,0,0.0,0.0,7,23.7
AB018912,Control,New,Tablet,North,0,0.0,0.0,3,20.8
AB018913,Control,Returning,Mobile,North,0,0.0,0.0,3,17.1
AB018914,Control,New,Desktop,West,0,0.0,0.0,8,51.9
AB018915,Control,New,Mobile,South,0,0.0,0.0,6,36.0
AB018916,Control,Returning,Desktop,North,0,0.0,0.0,5,31.2
AB018917,Control,Power,Mobile,North,1,2485.11,0.0,2,6.0
AB018918,Control,New,Mobile,West,0,0.0,0.0,6,28.7
AB018919,Control,Returning,Mobile,East,0,0.0,0.0,4,22.9
AB018920,Control,Power,Desktop,East,0,0.0,0.0,5,14.6
AB018921,Control,Returning,Mobile,East,0,0.0,0.0,4,23.3
AB018922,Control,New,Mobile,South,0,0.0,0.0,4,18.4
AB018923,Control,Power,Desktop,West,0,0.0,0.0,2,6.2
AB018924,Control,Returning,Desktop,West,0,0.0,0.0,2,6.8
AB018925,Control,Returning,Desktop,South,0,0.0,0.0,4,11.5
AB018926,Control,Returning,Desktop,West,0,0.0,0.0,5,39.1
AB018927,Control,Returning,Mobile,North,0,0.0,0.0,7,18.0
AB018928,Control,Power,Mobile,West,0,0.0,0.0,2,11.3
AB018929,Control,Returning,Desktop,North,1,1283.25,0.0,3,16.2
AB018930,Control,Returning,Mobile,West,0,0.0,0.0,4,18.7
AB018931,Control,Returning,Mobile,East,0,0.0,0.0,7,34.6
AB018932,Control,New,Mobile,South,0,0.0,0.0,3,17.2
AB018933,Control,New,Mobile,South,0,0.0,0.0,5,36.7
AB018934,Control,New,Desktop,East,0,0.0,0.0,4,15.5
AB018935,Control,New,Mobile,South,0,0.0,0.0,3,15.0
AB018936,Control,Returning,Desktop,East,0,0.0,0.0,3,7.8
AB018937,Control,Returning,Mobile,South,0,0.0,0.0,3,20.8
AB018938,Control,Power,Tablet,East,0,0.0,0.0,3,10.6
AB018939,Control,Power,Mobile,West,0,0.0,0.0,2,5.8
AB018940,Control,Power,Mobile,North,0,0.0,0.0,2,6.2
AB018941,Control,Returning,Mobile,West,0,0.0,0.0,6,43.4
AB018942,Control,New,Tablet,North,0,0.0,0.0,6,42.7
AB018943,Control,Power,Mobile,West,0,0.0,0.0,3,13.9
AB018944,Control,New,Mobile,North,0,0.0,0.0,5,18.0
AB018945,Control,New,Mobile,North,0,0.0,0.0,6,47.6
AB018946,Control,New,Mobile,South,0,0.0,0.0,1,7.5
AB018947,Control,Returning,Mobile,West,0,0.0,0.0,4,30.0
AB018948,Control,Returning,Mobile,West,0,0.0,0.0,8,29.0
AB018949,Control,New,Desktop,East,0,0.0,0.0,1,3.9
AB018950,Control,Power,Mobile,North,0,0.0,0.0,8,35.4
AB018951,Control,Returning,Desktop,East,0,0.0,0.0,4,30.7
AB018952,Control,New,Tablet,North,0,0.0,0.0,3,14.3
AB018953,Control,Returning,Mobile,North,0,0.0,0.0,6,46.4
AB018954,Control,New,Mobile,East,0,0.0,0.0,8,34.8
AB018955,Control,New,Mobile,North,0,0.0,0.0,1,5.3
AB018956,Control,Returning,Desktop,South,0,0.0,0.0,8,48.5
AB018957,Control,Returning,Mobile,West,0,0.0,0.0,6,17.1
AB018958,Control,New,Mobile,North,0,0.0,0.0,1,7.8
AB018959,Control,Returning,Mobile,North,0,0.0,0.0,7,27.5
AB018960,Control,Power,Desktop,North,0,0.0,0.0,8,24.6
AB018961,Control,Power,Desktop,North,0,0.0,0.0,6,24.6
AB018962,Control,New,Mobile,East,0,0.0,0.0,2,7.3
AB018963,Control,Power,Mobile,North,0,0.0,0.0,1,7.7
AB018964,Control,Power,Desktop,East,0,0.0,0.0,4,24.7
AB018965,Control,New,Mobile,North,0,0.0,0.0,4,11.9
AB018966,Control,New,Desktop,West,0,0.0,0.0,3,22.1
AB018967,Control,Power,Mobile,North,0,0.0,0.0,8,38.4
AB018968,Control,Returning,Mobile,North,0,0.0,0.0,1,6.6
AB018969,Control,New,Mobile,East,0,0.0,0.0,2,13.5
AB018970,Control,New,Tablet,East,0,0.0,0.0,6,31.3
AB018971,Control,Returning,Desktop,South,0,0.0,0.0,8,42.0
AB018972,Control,Returning,Mobile,North,1,1366.11,0.0,7,22.8
AB018973,Control,Power,Mobile,East,0,0.0,0.0,3,13.8
AB018974,Control,Returning,Mobile,West,0,0.0,0.0,7,21.1
AB018975,Control,Returning,Tablet,West,0,0.0,0.0,6,25.0
AB018976,Control,New,Mobile,North,0,0.0,0.0,7,47.5
AB018977,Control,New,Mobile,East,0,0.0,0.0,7,55.5
AB018978,Control,Returning,Mobile,East,1,781.31,0.0,4,25.8
AB018979,Control,New,Tablet,South,0,0.0,0.0,7,20.2
AB018980,Control,New,Mobile,North,0,0.0,0.0,5,16.7
AB018981,Control,Returning,Mobile,South,0,0.0,0.0,5,17.7
AB018982,Control,New,Desktop,West,0,0.0,0.0,5,13.2
AB018983,Control,New,Desktop,North,0,0.0,0.0,3,13.5
AB018984,Control,Power,Mobile,South,1,3557.3,0.0,3,16.8
AB018985,Control,Power,Mobile,North,0,0.0,0.0,3,12.4
AB018986,Control,Power,Mobile,North,0,0.0,0.0,3,16.4
AB018987,Control,Returning,Mobile,West,0,0.0,0.0,6,45.9
AB018988,Control,Returning,Mobile,West,0,0.0,0.0,2,12.0
AB018989,Control,Returning,Desktop,East,1,725.5,0.0,8,27.9
AB018990,Control,Returning,Mobile,West,0,0.0,0.0,6,20.7
AB018991,Control,Returning,Mobile,South,0,0.0,0.0,5,13.7
AB018992,Control,Returning,Mobile,West,0,0.0,0.0,3,8.8
AB018993,Control,Returning,Desktop,East,1,1431.31,0.0,2,7.4
AB018994,Control,New,Mobile,North,0,0.0,0.0,3,12.4
AB018995,Control,New,Desktop,West,0,0.0,0.0,4,27.8
AB018996,Control,Power,Mobile,North,0,0.0,0.0,7,51.8
AB018997,Control,Returning,Mobile,West,0,0.0,0.0,7,42.6
AB018998,Control,Returning,Mobile,East,0,0.0,0.0,4,27.7
AB018999,Control,Returning,Desktop,West,0,0.0,0.0,1,7.7
AB019000,Control,Returning,Mobile,East,0,0.0,0.0,3,12.3
AB019001,Control,Returning,Mobile,West,0,0.0,0.0,3,8.8
AB019002,Control,Returning,Mobile,South,0,0.0,0.0,7,46.9
AB019003,Control,Returning,Mobile,South,0,0.0,0.0,1,4.7
AB019004,Control,New,Mobile,South,0,0.0,0.0,4,13.8
AB019005,Control,New,Mobile,North,0,0.0,0.0,6,39.3
AB019006,Control,New,Mobile,North,0,0.0,0.0,5,19.0
AB019007,Control,New,Tablet,East,0,0.0,0.0,7,52.1
AB019008,Control,Returning,Mobile,East,0,0.0,0.0,4,16.1
AB019009,Control,New,Mobile,West,0,0.0,0.0,2,5.2
AB019010,Control,Power,Tablet,South,0,0.0,0.0,5,20.3
AB019011,Control,New,Desktop,West,0,0.0,0.0,7,39.1
AB019012,Control,Returning,Mobile,South,0,0.0,0.0,2,11.1
AB019013,Control,Returning,Desktop,North,0,0.0,0.0,4,30.5
AB019014,Control,New,Desktop,South,0,0.0,0.0,7,35.4
AB019015,Control,Returning,Desktop,South,0,0.0,0.0,4,19.1
AB019016,Control,Returning,Mobile,North,0,0.0,0.0,1,7.3
AB019017,Control,New,Mobile,West,0,0.0,0.0,6,44.6
AB019018,Control,New,Mobile,East,0,0.0,0.0,7,43.7
AB019019,Control,Returning,Mobile,South,0,0.0,0.0,3,8.8
AB019020,Control,New,Mobile,North,1,861.01,0.0,11,33.0
AB019021,Control,New,Tablet,North,0,0.0,0.0,7,36.3
AB019022,Control,Power,Desktop,North,1,4066.49,0.0,9,33.2
AB019023,Control,Returning,Desktop,South,0,0.0,0.0,1,3.0
AB019024,Control,New,Tablet,South,0,0.0,0.0,2,10.4
AB019025,Control,Returning,Desktop,South,0,0.0,0.0,1,2.6
AB019026,Control,New,Tablet,East,0,0.0,0.0,6,19.2
AB019027,Control,Returning,Mobile,East,0,0.0,0.0,3,13.0
AB019028,Control,New,Mobile,South,1,897.24,0.0,7,19.3
AB019029,Control,Returning,Desktop,South,0,0.0,0.0,7,48.3
AB019030,Control,Power,Desktop,West,0,0.0,0.0,4,15.8
